3,8,12,8,10,12,25,29,25,30,40,0,24,0,226,1,4,6,8,15,18,26,26,25,30,40,0,24,0,223,
3,4,6,8,10,6,20,13,25,30,40,0,21,0,186,4,6,9,8,20,12,20,28,25,30,40,0,15,0,217,
2,8,9,12,15,24,23,0,25,30,0,0,20,35,203,4,6,6,8,5,18,19,10,25,30,40,50,20,100,341,
1,2,3,4,5,12,15,21,25,30,0,0,13,0,131,3,6,6,8,10,12,19,0,25,0,40,0,25,0,154,
1,2,0,0,0,0,0,0,25,0,0,0,14,0,42,3,0,0,0,5,6,14,0,0,0,0,0,13,0,41,
1,6,6,8,5,12,20,18,25,30,0,0,17,0,148,0,0,6,8,10,12,26,17,25,0,0,0,29,0,133,
4,2,9,12,5,18,20,0,25,30,40,0,18,0,183,1,8,6,4,10,18,19,0,25,30,40,0,23,0,184,
1,2,6,12,15,6,18,0,25,30,40,0,25,0,180,1,8,0,4,5,18,22,24,25,30,40,0,16,0,193,
